,price,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options_laundry on site,laundry_options_no laundry on site,laundry_options_w/d hookups,laundry_options_w/d in unit,parking_options_attached garage,parking_options_carport,parking_options_detached garage,parking_options_off-street parking,parking_options_street parking
619,1293,1060,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
620,1185,688,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
621,1488,1109,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
622,1520,1063,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
623,1588,1147,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
624,1205,840,2,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
625,1075,895,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
626,2657,1374,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
627,1391,882,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
628,1175,960,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
629,1200,803,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
630,1128,908,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
631,1270,893,2,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
632,1225,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
633,1160,850,2,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
634,1075,895,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
635,1330,1147,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
636,899,825,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
637,875,580,0,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
638,1035,580,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
639,1195,840,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
640,975,780,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
641,278,300,0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
642,1034,771,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
643,1385,765,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
644,1075,895,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
645,1599,978,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
646,1075,895,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
647,269,395,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
648,795,491,0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
649,1075,895,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
650,1067,660,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
651,1181,746,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
652,1200,735,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
653,945,702,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
654,1140,900,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
655,899,612,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
656,1994,1182,3,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
657,1287,765,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
658,1381,1183,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
659,1195,940,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
660,900,750,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
661,980,604,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
662,900,760,2,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
663,1035,720,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
664,792,418,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
665,1205,970,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
666,950,819,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
667,1250,960,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
668,1190,1198,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
669,1127,850,1,1.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
670,1150,1040,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
671,725,800,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
672,1390,1385,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
673,999,700,1,1.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
674,1025,780,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
675,1190,1198,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
676,1495,1146,3,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
677,1329,911,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
678,840,525,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
679,1043,810,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
680,1390,1385,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
681,1301,1003,2,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
682,1115,1144,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
683,1094,605,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
684,1585,1063,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
685,1411,1168,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
686,1355,1088,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
687,1545,1268,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
688,1327,1204,3,2.0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
689,268,300,0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
690,846,408,0,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
691,1190,1198,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
692,1344,943,2,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
693,1035,600,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
694,1400,900,2,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
695,1,1252,2,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
696,900,950,2,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
697,1418,1194,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
698,1249,802,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
699,1155,909,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
700,1310,1000,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
701,1115,857,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
702,1015,650,2,2.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
703,845,720,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
704,1785,1241,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
705,849,615,1,1.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
706,1254,1152,3,2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
707,1122,838,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
708,1120,769,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
709,1372,1205,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
710,1050,838,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
711,1183,805,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
712,870,570,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
713,1230,1025,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
714,915,782,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
715,1000,738,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
716,1040,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
717,955,608,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
718,1305,1025,1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
719,1375,765,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
720,0,500,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
721,1062,600,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
722,1050,800,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
723,740,459,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
724,1090,756,2,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
725,1500,984,2,2.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
726,890,782,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
727,1503,1450,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
728,1282,988,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
729,850,624,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
730,773,676,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
731,1280,1180,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
732,920,564,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
733,1299,1043,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
734,1000,785,2,1.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
735,1525,965,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
736,1354,765,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
737,1320,1063,2,2.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
738,494,1338,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
739,1030,858,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
740,920,729,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
741,920,689,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
742,1240,1004,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
743,1348,1032,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
744,760,400,0,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
745,1215,1004,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
746,269,395,1,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
747,1255,1125,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
748,1396,983,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
749,1040,980,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
750,1584,1000,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
751,825,789,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
752,1405,779,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
753,1249,910,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
754,1137,925,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
755,1166,902,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
756,1141,865,2,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
757,933,550,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
758,1070,817,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
759,880,678,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
760,1318,1152,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
761,795,539,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
762,1055,919,2,1.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
763,1175,874,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
764,1095,1395,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
765,2610,1652,2,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
766,1276,1003,2,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
767,1403,1180,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
768,720,579,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
769,1287,765,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
770,1290,1006,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
771,219,300,0,1.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
772,1248,938,2,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
773,1343,1152,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
774,1159,870,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
775,1300,685,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
776,725,590,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
777,0,650,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
778,1090,893,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
779,1019,964,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
780,1106,782,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
781,1040,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
782,1259,1067,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
783,1400,1395,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
784,1381,1183,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
785,1145,726,1,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
786,1330,1022,2,2.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
787,1451,977,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
788,1335,693,1,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
789,1065,1100,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
790,1000,740,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
791,1150,961,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
792,1345,698,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
793,1072,825,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
794,1520,1063,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
795,825,765,1,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
796,1020,912,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
797,1266,1120,2,1.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
798,919,662,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
799,1025,570,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
800,1329,911,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
801,1615,1450,3,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
802,1144,525,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
803,1259,835,2,2.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
804,1190,952,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
805,1073,800,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
806,940,650,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
807,1100,720,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
808,960,703,2,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
809,1550,1419,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
810,1780,1194,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
811,679,240,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
812,1130,1088,3,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
813,1981,773,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
814,1505,916,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
815,849,470,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
816,1670,1550,4,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
817,1263,900,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
818,1170,797,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
819,1400,1000,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
820,1227,961,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
821,1005,700,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
822,1062,916,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
823,1430,894,1,1.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
824,1370,916,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
825,679,240,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
826,1040,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
827,1388,988,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
828,1192,799,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
829,1610,1360,3,2.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
830,1610,1360,3,2.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
831,1610,1360,3,2.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
832,1030,580,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
833,923,550,0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
834,975,950,2,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
835,1299,980,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
836,1345,698,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
837,1775,1225,2,2.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
838,1150,850,2,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
839,1199,910,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
840,1135,1037,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
841,947,470,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
842,1595,1293,3,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
843,1200,750,1,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
844,1555,1110,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
845,1144,825,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
846,1183,805,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
847,269,395,1,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
848,905,317,0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
849,1232,1144,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
850,1625,1421,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
851,1465,1042,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
852,269,395,1,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
853,1685,1198,3,2.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
854,1220,1157,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
855,1385,934,2,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
856,1325,800,2,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
857,1589,1098,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
858,1375,1135,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
859,1405,995,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
860,1295,1150,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
861,1510,1122,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
862,845,732,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
863,1880,884,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
864,1070,900,2,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
865,1180,830,2,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
866,1095,775,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
867,1417,1003,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
868,268,300,0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
869,1190,975,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
870,1138,774,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
871,1050,895,1,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
872,1251,692,1,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
873,269,395,1,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
874,914,720,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
875,1375,1050,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
876,1080,678,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
877,1467,977,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
878,880,678,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
879,1135,747,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
880,979,650,2,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
881,1124,893,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
882,1172,893,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
883,885,625,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
884,989,750,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
885,1460,1450,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
886,1589,1239,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
887,1330,716,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
888,915,782,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
889,1270,1163,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
890,1360,787,1,1.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
891,1140,899,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
892,679,240,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
893,1088,856,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
894,865,702,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
895,1198,665,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
896,925,721,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
897,1068,732,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
898,1459,839,1,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
899,1079,850,2,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
900,1270,1025,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
901,1070,742,1,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
902,1034,771,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
903,1514,903,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
904,1308,980,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
905,1589,1293,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
906,1062,670,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
907,1673,1133,2,2.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
908,1085,1365,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
909,1276,1003,2,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
910,1293,1167,2,2.0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
911,1595,1293,3,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
912,856,418,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
913,1043,810,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
914,1229,694,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
915,1281,867,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
916,985,695,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
917,809,440,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
918,1015,720,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
919,918,456,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
920,219,300,0,1.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
921,810,613,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
922,995,720,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
923,1572,1219,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
924,879,650,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
925,1185,688,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
926,665,329,0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
927,695,475,0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
928,1295,1078,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
929,795,491,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
930,875,636,2,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
931,1312,1018,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
932,920,853,2,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
933,1237,975,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
934,1491,1050,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
935,1165,811,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
936,1170,1107,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
937,0,1183,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
938,1040,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
939,1310,1032,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
