,price,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options_laundry on site,laundry_options_no laundry on site,laundry_options_w/d hookups,laundry_options_w/d in unit,parking_options_attached garage,parking_options_carport,parking_options_detached garage,parking_options_off-street parking,parking_options_street parking
298,830,336,0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
299,1510,2,2,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
300,1178,676,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
301,920,730,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
302,1070,814,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
303,850,600,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
304,1150,934,2,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
305,875,555,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
306,1396,983,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
307,1019,964,2,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
308,679,240,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
309,1297,1078,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
310,773,676,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
311,955,900,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
312,1145,1008,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
313,1403,1050,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
314,994,900,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
315,1150,961,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
316,920,456,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
317,1438,1006,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
318,1678,1069,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
319,1169,341,0,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
320,1250,941,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
321,850,600,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
322,1092,825,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
323,905,660,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
324,1204,979,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
325,2750,650,1,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
326,1285,1013,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
327,985,658,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
328,1105,605,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
329,1459,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
330,1034,771,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
331,1425,846,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
332,1,1382,2,2.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
333,1355,1088,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
334,1299,1043,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
335,1140,710,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
336,1065,790,1,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
337,1250,960,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
338,1150,841,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
339,1453,1006,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
340,1157,1152,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
341,1050,680,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
342,1067,942,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
343,1070,814,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
344,1054,670,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
345,951,800,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
346,1085,731,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
347,1227,961,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
348,1049,670,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
349,1385,1006,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
350,1178,676,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
351,1475,1218,2,2.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
352,960,703,2,1.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
353,1085,1325,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
354,1000,812,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
355,1085,731,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
356,1325,828,1,1.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
357,1438,1006,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
358,1000,876,3,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
359,1010,684,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
360,955,900,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
361,1370,778,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
362,979,864,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
363,795,491,0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
364,1055,602,1,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
365,2750,650,1,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
366,1282,988,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
367,870,570,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
368,1059,660,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
369,1305,948,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
370,1255,1200,3,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
371,790,540,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
372,1000,876,3,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
373,825,767,2,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
374,1605,1107,3,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
375,1139,570,1,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
376,1380,1058,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
377,1075,965,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
378,940,675,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
379,1000,876,3,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
380,1227,882,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
381,1065,790,1,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
382,1276,1003,2,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
383,899,720,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
384,1353,997,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
385,1225,940,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
386,1155,625,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
387,825,767,2,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
388,1115,857,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
389,940,675,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
390,1089,660,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
391,1387,961,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
392,1699,1244,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
393,850,600,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
394,1035,683,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
395,1150,1040,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
396,1225,940,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
397,940,675,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
398,1226,996,2,2.0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
399,1441,960,2,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
400,905,672,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
401,1065,1009,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
402,1225,940,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
403,1000,876,3,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
404,1599,978,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
405,1049,600,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
406,1175,730,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
407,1438,1006,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
408,1275,772,1,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
409,955,900,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
410,870,570,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
411,1040,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
412,1310,1000,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
413,1535,1048,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
414,1333,728,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
415,1270,880,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
416,0,778,2,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
417,1339,965,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
418,2995,1196,3,2.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
419,2320,1300,2,2.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
420,850,600,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
421,1335,1077,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
422,1359,1067,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
423,1340,983,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
424,917,436,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
425,933,550,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
426,1384,1167,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
427,1605,1201,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
428,1308,958,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
429,1160,754,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
430,1043,732,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
431,915,550,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
432,1334,1062,2,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
433,1176,746,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
434,1230,1076,3,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
435,1200,728,1,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
436,1295,861,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
437,1320,1000,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
438,1347,686,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
439,790,672,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
440,1658,1205,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
441,804,579,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
442,1264,856,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
443,1180,755,2,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
444,1605,1399,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
445,1598,1239,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
446,1369,1078,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
447,0,900,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
448,1050,1014,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
449,1370,1037,2,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
450,1374,1078,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
451,1250,1000,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
452,1359,1078,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
453,1400,1180,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
454,990,640,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
455,1095,1385,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
456,1555,1110,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
457,975,926,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
458,1025,580,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
459,850,624,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
460,1107,852,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
461,875,900,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
462,1534,1248,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
463,2200,2065,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
464,1329,911,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
465,1309,727,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
466,1290,796,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
467,1098,870,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
468,1065,893,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
469,1381,1183,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
470,268,300,0,1.0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
471,1233,999,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
472,1130,1049,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
473,1111,560,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
474,1103,998,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
475,1196,715,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
476,775,550,1,1.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
477,1304,937,2,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
478,1893,1322,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
479,1390,1385,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
480,1004,707,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
481,1190,1198,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
482,1372,700,1,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
483,1300,950,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
484,1533,1322,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
485,1290,1006,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
486,1315,704,1,1.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
487,1994,1182,3,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
488,1381,900,2,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
489,1358,1076,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
490,920,853,2,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
491,1102,783,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
492,795,491,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
493,695,475,0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
494,1688,1026,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
495,1437,1077,2,2.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
496,875,636,2,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
497,1242,821,0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
498,1130,795,1,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
499,1308,980,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
500,1345,698,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
501,1092,700,1,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
502,915,630,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
503,1214,758,1,1.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
504,2450,1100,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
505,925,475,0,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
506,1304,937,2,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
507,1139,570,1,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
508,2195,1374,3,2.0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
509,647,1159,2,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
510,1589,1293,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
511,2222,1345,3,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
512,802,625,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
513,1043,810,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
514,1025,580,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
515,1744,830,1,1.5,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
516,830,336,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
517,1225,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
518,1245,635,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
519,1658,1205,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
520,1205,925,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
521,975,707,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
522,1815,1378,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
523,1490,1100,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
524,1200,708,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
525,1131,810,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
526,1530,1107,3,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
527,885,650,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
528,1229,1137,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
529,1209,900,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
530,1040,1068,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
531,855,456,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
532,905,650,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
533,1510,1213,2,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
534,1357,1197,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
535,1625,1421,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
536,1677,1069,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
537,1579,1087,2,2.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
538,1215,708,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
539,1180,921,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
540,1065,1100,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
541,1035,550,1,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
542,1250,1123,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
543,1120,865,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
544,985,695,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
545,1310,1000,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
546,2110,1353,3,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
547,1485,1263,2,2.5,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
548,1981,773,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
549,1054,800,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
550,1050,895,1,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
551,1444,1040,2,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
552,1268,940,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
553,920,428,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
554,1500,1100,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
555,1465,1314,2,2.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
556,925,670,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
557,905,660,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
558,1285,858,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
559,1388,988,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
560,1475,961,1,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
561,2571,1230,2,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
562,1163,938,2,2.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
563,1699,1481,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
564,1530,1352,3,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
565,2345,1344,3,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
566,1355,635,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
567,915,658,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
568,1085,1000,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
569,1810,1156,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
570,1655,855,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
571,2288,1345,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
572,1184,783,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
573,1050,1096,3,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
574,1405,635,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
575,1780,855,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
576,1330,818,2,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
577,1260,996,2,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
578,1310,1000,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
579,1599,1221,2,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
580,905,660,1,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
581,1310,915,2,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
582,1065,840,2,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
583,269,395,1,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
584,1792,1469,3,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
585,1240,930,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
586,980,900,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
587,1050,895,1,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
588,1355,635,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
589,1000,864,2,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
590,1204,952,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
591,1169,381,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
592,1630,1221,2,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
593,1349,588,0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
594,1178,676,1,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
595,1237,975,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
596,1050,800,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
597,1250,1250,3,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
598,935,720,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
599,1050,800,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
600,925,525,1,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
601,1335,693,1,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
602,904,600,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
603,1262,707,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
604,1089,920,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
605,1050,800,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
606,1065,893,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
607,1050,800,1,1.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
608,1085,1365,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
609,679,240,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
610,1120,950,2,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
611,1022,1022,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
612,1451,978,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
613,1195,840,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
614,940,730,1,1.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
615,1345,698,1,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
616,1140,1107,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
617,1105,605,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
618,1377,1167,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
