,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
359559,1280,apartment,1180,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359560,920,apartment,564,1,1.0,1,1,1,0,0,0,laundry on site,carport
359561,1299,apartment,1043,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359562,1000,apartment,785,2,1.0,1,1,1,1,0,0,,carport
359563,1525,apartment,965,2,2.0,0,0,1,0,0,0,,
359564,1354,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359566,1320,apartment,1063,2,2.0,1,1,1,1,0,0,w/d in unit,carport
359567,494,apartment,1338,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359568,1030,apartment,858,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359569,920,apartment,729,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359570,920,apartment,689,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359571,1240,apartment,1004,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359572,1348,apartment,1032,2,2.0,0,0,1,0,0,0,,
359573,760,apartment,400,0,1.0,1,1,1,0,0,0,laundry on site,carport
359574,1215,apartment,1004,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359575,269,apartment,395,1,1.0,1,1,1,0,0,1,laundry on site,off-street parking
359576,1255,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359577,1396,apartment,983,2,2.0,0,0,1,0,0,0,,
359578,1040,apartment,980,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359579,1584,apartment,1000,2,2.0,0,0,1,0,0,0,,
359580,825,apartment,789,2,1.0,1,1,1,0,0,0,laundry on site,
359581,1405,apartment,779,1,1.0,0,0,1,0,0,0,,
359582,1249,apartment,910,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359583,1137,apartment,925,2,1.0,0,0,1,0,0,0,,
359584,1166,apartment,902,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359585,1141,apartment,865,2,1.0,1,1,1,0,0,0,,
359586,933,apartment,550,1,1.0,1,1,1,0,0,0,,
359587,1070,apartment,817,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359588,880,apartment,678,1,1.0,1,1,1,0,0,0,laundry on site,carport
359590,1318,apartment,1152,2,2.0,0,0,1,0,0,0,,
359591,795,apartment,539,1,1.0,1,1,1,0,0,0,laundry on site,carport
359592,1055,apartment,919,2,1.5,1,1,1,0,0,0,w/d in unit,carport
359593,1175,apartment,874,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359594,1095,apartment,1395,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359595,2610,apartment,1652,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
359597,1276,apartment,1003,2,2.0,1,1,0,0,0,0,,
359598,1403,apartment,1180,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359599,720,apartment,579,1,1.0,0,0,1,0,0,0,,
359600,1287,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359601,1290,apartment,1006,2,2.0,1,1,1,0,0,0,laundry on site,carport
359602,219,apartment,300,0,1.0,1,1,0,1,0,1,laundry on site,
359603,1248,apartment,938,2,2.0,1,1,1,1,0,0,w/d in unit,
359604,1343,apartment,1152,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359605,1159,apartment,870,1,1.0,1,1,0,0,0,0,w/d in unit,
359606,1300,apartment,685,1,1.0,1,1,1,0,0,0,w/d in unit,
359607,725,apartment,590,1,1.0,0,0,1,0,0,0,,
359608,0,apartment,650,1,1.0,0,0,1,0,0,0,,
359609,1090,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359610,1019,apartment,964,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359611,1106,apartment,782,1,1.0,0,0,1,0,0,0,,
359612,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359613,1259,apartment,1067,2,2.0,0,0,1,0,0,0,,
359614,1400,apartment,1395,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359615,1381,apartment,1183,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359616,1145,apartment,726,1,1.0,1,1,0,0,0,0,,
359618,1330,apartment,1022,2,2.0,1,1,1,1,0,0,w/d in unit,carport
359620,1451,apartment,977,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
359621,1335,apartment,693,1,1.0,1,1,0,1,0,0,w/d in unit,
359622,1065,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359623,1000,apartment,740,1,1.0,1,1,1,0,0,0,,
359624,1150,apartment,961,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359626,1345,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359627,1072,apartment,825,1,1.0,0,0,1,0,0,0,,
359628,1520,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359629,825,apartment,765,1,1.0,1,1,1,1,0,0,w/d in unit,carport
359631,1020,apartment,912,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359632,1266,apartment,1120,2,1.5,1,1,1,0,0,0,w/d in unit,carport
359633,919,apartment,662,1,1.0,1,1,1,0,0,0,laundry on site,carport
359634,1025,apartment,570,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359636,1329,apartment,911,2,2.0,1,1,1,0,0,0,w/d in unit,
359637,1615,apartment,1450,3,2.0,1,1,0,0,0,0,w/d in unit,carport
359638,1144,apartment,525,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359639,1259,apartment,835,2,2.0,1,1,1,1,0,0,laundry on site,carport
359640,1190,apartment,952,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359641,1073,apartment,800,1,1.0,0,0,1,0,0,0,,
359642,940,apartment,650,1,1.0,0,0,1,0,0,0,,
359643,1100,apartment,720,1,1.0,1,1,1,0,0,0,laundry on site,carport
359644,960,apartment,703,2,1.0,1,1,0,1,0,0,w/d in unit,detached garage
359645,1550,apartment,1419,3,2.0,1,1,1,0,0,0,w/d in unit,
359647,1780,apartment,1194,2,2.0,1,1,1,0,0,0,w/d in unit,
359648,679,apartment,240,0,1.0,0,0,1,0,0,0,,
359649,1130,apartment,1088,3,2.0,1,1,1,0,0,0,laundry on site,carport
359650,1981,apartment,773,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359651,1505,apartment,916,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359652,849,apartment,470,0,1.0,0,0,1,0,0,0,,
359653,1670,apartment,1550,4,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
359654,1263,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359656,1170,apartment,797,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359657,1400,apartment,1000,1,1.0,1,1,1,0,0,0,laundry on site,
359658,1227,apartment,961,2,2.0,1,1,1,0,0,0,,
359659,1005,apartment,700,1,1.0,0,0,1,0,0,0,,
359660,1062,apartment,916,2,2.0,0,0,1,0,0,0,,
359661,1430,apartment,894,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage
359662,1370,apartment,916,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359663,679,apartment,240,0,1.0,0,0,1,0,0,0,,
359664,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359665,1388,apartment,988,2,2.0,1,1,1,0,0,0,w/d in unit,
359666,1192,apartment,799,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359667,1610,apartment,1360,3,2.0,1,1,0,1,0,0,w/d in unit,attached garage
359668,1610,apartment,1360,3,2.0,1,1,0,1,0,0,w/d in unit,attached garage
359669,1610,apartment,1360,3,2.0,1,1,0,1,0,0,w/d in unit,attached garage
359670,1030,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
359671,923,apartment,550,0,1.0,1,1,1,0,0,0,w/d in unit,
359672,975,apartment,950,2,2.0,0,0,1,0,0,0,laundry on site,
359673,1299,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359674,1345,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359675,1775,apartment,1225,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage
359676,1150,apartment,850,2,1.0,0,0,0,0,0,0,laundry on site,carport
359677,1199,apartment,910,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359678,1135,apartment,1037,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359679,947,apartment,470,1,1.0,1,1,1,0,0,0,laundry on site,
359680,1595,apartment,1293,3,2.0,1,1,1,0,0,0,,
359681,1200,apartment,750,1,1.0,1,1,0,0,0,0,w/d in unit,carport
359682,1555,apartment,1110,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359683,1144,apartment,825,1,1.0,1,1,1,0,0,0,w/d in unit,
359684,1183,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport
359685,269,apartment,395,1,1.0,1,1,1,0,0,1,laundry on site,off-street parking
359686,905,apartment,317,0,1.0,1,1,1,0,0,0,laundry on site,
359687,1232,apartment,1144,2,2.0,0,0,1,0,0,0,,
359688,1625,apartment,1421,3,2.0,0,0,1,0,0,0,,
359689,1465,apartment,1042,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359690,269,apartment,395,1,1.0,1,1,1,0,0,1,laundry on site,off-street parking
359691,1685,apartment,1198,3,2.0,1,1,1,1,0,0,w/d in unit,carport
359692,1220,apartment,1157,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359693,1385,apartment,934,2,1.5,1,1,1,0,0,0,w/d in unit,
359694,1325,apartment,800,2,1.0,1,1,1,0,0,0,w/d in unit,
359695,1589,apartment,1098,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359696,1375,apartment,1135,2,2.0,1,1,1,0,0,0,w/d in unit,
359698,1405,apartment,995,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359699,1295,apartment,1150,2,2.0,1,1,1,0,0,0,w/d in unit,
359702,1510,apartment,1122,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359703,845,apartment,732,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359704,1880,apartment,884,2,2.0,1,1,1,0,0,0,w/d in unit,
359706,1070,apartment,900,2,1.0,1,1,1,0,0,0,laundry on site,carport
359707,1180,apartment,830,2,2.0,0,0,1,0,0,0,w/d in unit,carport
359708,1095,apartment,775,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359709,1417,apartment,1003,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359710,268,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,
359711,1190,apartment,975,2,2.0,0,0,1,0,0,0,,
359712,1138,apartment,774,1,1.0,0,0,1,0,0,0,,
359713,1050,apartment,895,1,1.5,1,1,1,0,0,0,w/d in unit,
359714,1251,apartment,692,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking
359715,269,apartment,395,1,1.0,1,1,1,0,0,1,laundry on site,off-street parking
359716,914,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,
359717,1375,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359718,1080,apartment,678,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359719,1467,apartment,977,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
359720,880,apartment,678,1,1.0,1,1,1,0,0,0,laundry on site,carport
359721,1135,apartment,747,1,1.0,1,1,1,0,0,0,laundry on site,carport
359722,979,apartment,650,2,1.0,1,1,1,0,0,0,laundry on site,carport
359723,1124,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359725,1172,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359726,885,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359728,989,apartment,750,1,1.0,0,0,1,0,0,0,,
359729,1460,apartment,1450,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359730,1589,apartment,1239,3,2.0,0,0,1,0,0,0,,
359731,1330,apartment,716,1,1.0,0,0,1,0,0,0,,
359732,915,apartment,782,1,1.0,0,0,1,0,0,0,,
359733,1270,apartment,1163,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359734,1360,apartment,787,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
359736,1140,apartment,899,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359737,679,apartment,240,0,1.0,0,0,1,0,0,0,,
359738,1088,apartment,856,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359739,865,apartment,702,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359741,1198,apartment,665,1,1.0,0,0,1,0,0,0,,
359742,925,apartment,721,1,1.0,0,0,1,0,0,0,,
359743,1068,apartment,732,1,1.0,1,1,1,0,0,0,w/d in unit,
359744,1459,apartment,839,1,1.0,1,0,1,0,0,0,w/d in unit,carport
359746,1079,apartment,850,2,1.0,1,1,1,0,0,0,laundry on site,carport
359749,1270,apartment,1025,2,2.0,0,0,1,0,0,0,,
359750,1070,apartment,742,1,1.0,1,1,0,1,0,0,w/d in unit,
359751,1034,apartment,771,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking
359752,1514,apartment,903,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359753,1308,apartment,980,2,2.0,0,0,1,0,0,0,,
359754,1589,apartment,1293,3,2.0,0,0,1,0,0,0,,
359755,1062,apartment,670,1,1.0,1,1,1,0,0,0,,
359757,1673,apartment,1133,2,2.0,1,1,0,1,0,0,w/d in unit,off-street parking
359758,1085,apartment,1365,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359759,1276,apartment,1003,2,2.0,1,1,0,0,0,0,,
359760,1293,apartment,1167,2,2.0,1,1,1,1,0,0,w/d in unit,detached garage
359761,1595,apartment,1293,3,2.0,1,1,1,0,0,0,,
359762,856,apartment,418,0,1.0,0,0,1,0,0,0,,
359763,1043,apartment,810,2,2.0,0,0,1,0,0,0,,
359764,1229,apartment,694,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359765,1281,apartment,867,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359767,985,apartment,695,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359769,809,apartment,440,1,1.0,1,1,1,0,0,0,laundry on site,carport
359770,1015,apartment,720,1,1.0,0,0,1,0,0,0,,
359771,918,apartment,456,1,1.0,0,0,1,0,0,0,,
359772,219,apartment,300,0,1.0,1,1,0,1,0,1,laundry on site,
359773,810,apartment,613,1,1.0,1,1,1,0,0,0,,
359774,995,apartment,720,1,1.0,0,0,1,0,0,0,,
359775,1572,apartment,1219,3,2.0,0,0,1,0,0,0,,
359776,879,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,carport
359777,1185,apartment,688,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359778,665,apartment,329,0,1.0,1,1,1,0,0,0,,
359779,695,apartment,475,0,1.0,1,1,1,0,0,0,,
359780,1295,apartment,1078,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359781,795,apartment,491,1,1.0,1,1,1,0,0,0,,
359782,875,apartment,636,2,1.0,1,1,1,0,0,0,,
359783,1312,apartment,1018,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359784,920,apartment,853,2,1.0,1,1,1,0,0,0,,
359785,1237,apartment,975,2,2.0,0,0,1,0,0,0,,
359786,1491,apartment,1050,2,2.0,0,0,1,0,0,0,,
359787,1165,apartment,811,2,1.0,0,0,1,0,0,0,,
359788,1170,apartment,1107,2,2.0,0,0,1,0,0,0,,
359790,0,apartment,1183,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359791,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359792,1310,apartment,1032,2,2.0,0,0,1,0,0,0,,
359793,1192,apartment,741,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
359794,1080,apartment,540,1,1.0,1,1,0,0,0,0,laundry on site,carport
359795,1189,apartment,850,2,1.0,0,0,1,0,0,0,,
359796,1020,apartment,999,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359797,725,apartment,590,1,1.0,0,0,1,0,0,0,,
359798,1294,apartment,980,2,2.0,0,0,1,0,0,0,,
359799,1029,apartment,717,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359800,1031,apartment,695,1,1.0,0,0,1,0,0,0,,
359801,1092,apartment,825,1,1.0,0,0,1,0,0,0,,
359802,1129,apartment,746,1,1.0,0,0,1,0,0,0,,
359803,1606,apartment,851,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359804,1009,apartment,796,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359805,1035,apartment,720,1,1.0,0,0,1,0,0,0,,
359806,925,apartment,744,1,1.0,0,0,1,0,0,0,,
359807,999,apartment,745,1,1.0,0,0,1,0,0,0,,
359808,1075,apartment,965,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359809,1300,apartment,960,1,1.0,1,1,0,0,0,0,w/d in unit,carport
359810,1105,apartment,875,2,2.0,1,1,1,0,0,0,laundry on site,carport
359811,939,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359812,1475,apartment,638,1,1.0,1,1,1,1,1,0,w/d in unit,attached garage
359813,1250,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359814,915,apartment,550,1,1.0,0,0,1,0,0,0,,
359815,975,apartment,926,2,2.0,0,0,1,0,0,0,,
359817,880,apartment,678,1,1.0,1,1,1,0,0,0,laundry on site,carport
359819,1695,apartment,1174,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359820,1460,apartment,988,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359821,1735,apartment,1070,2,2.0,1,1,1,0,1,0,w/d in unit,detached garage
359822,1157,apartment,1152,2,2.0,1,1,1,0,0,0,w/d hookups,
359823,1345,apartment,1053,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359824,1653,apartment,1247,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359825,1585,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359826,1520,apartment,1241,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359827,1270,apartment,1025,2,2.0,0,0,1,0,0,0,,
359828,1451,apartment,978,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
359829,1226,apartment,996,2,2.0,1,1,0,0,0,0,,
359830,945,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,
359832,1040,apartment,782,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359833,1065,apartment,600,1,1.0,0,0,1,0,0,0,,
359836,865,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
359838,815,apartment,530,1,1.0,1,1,1,0,0,0,w/d hookups,
359839,1490,apartment,1345,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
359841,1205,apartment,970,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359842,1395,apartment,1211,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359843,1134,apartment,908,1,1.0,1,1,1,0,0,0,w/d in unit,
359844,789,apartment,585,1,1.0,1,1,1,0,0,0,laundry on site,carport
359845,1170,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359846,962,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359847,773,apartment,676,1,1.0,0,0,1,0,0,0,,
359848,1244,apartment,838,2,1.0,1,1,0,1,0,0,w/d in unit,carport
359849,1347,apartment,1152,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359850,1396,apartment,1058,2,2.0,1,1,1,0,0,0,,
359851,1340,apartment,983,2,2.0,0,0,1,0,0,0,,
359852,1075,apartment,700,1,1.0,0,0,1,0,0,0,,
359853,0,apartment,500,1,1.0,0,0,1,0,0,0,laundry on site,
359854,1109,apartment,703,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359856,1304,apartment,1050,2,2.0,0,0,1,0,0,0,,
359857,1025,apartment,720,1,1.0,0,0,1,0,0,0,,
359858,1297,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359859,999,apartment,750,1,1.0,0,0,1,0,0,0,,
359860,1150,apartment,1140,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359861,1265,apartment,955,2,2.0,0,0,1,0,0,0,,
359862,920,apartment,443,0,1.0,1,1,1,0,0,0,laundry on site,
359863,799,apartment,408,0,1.0,1,1,1,0,0,0,laundry on site,
359864,1007,apartment,1054,3,3.0,1,1,0,1,0,0,w/d in unit,detached garage
359866,2120,apartment,1227,2,2.0,1,1,0,1,0,0,w/d in unit,
359868,1275,apartment,1025,2,2.0,0,0,1,0,0,0,,
359870,847,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,
359871,0,apartment,900,2,2.0,0,0,1,0,0,0,,
359872,1800,apartment,1303,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359873,1310,apartment,1197,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359874,1276,apartment,1003,2,2.0,1,1,0,0,0,0,,
359875,1025,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
359876,1335,apartment,1192,3,2.0,1,1,1,1,0,0,laundry in bldg,carport
359877,1700,apartment,1350,3,2.0,0,0,1,0,0,0,,
359878,975,apartment,670,1,1.0,0,0,1,0,0,0,,
359879,1210,apartment,1028,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359880,870,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,carport
359881,912,apartment,550,1,1.0,1,1,1,0,0,0,,
359882,1045,apartment,900,2,0.0,0,0,1,0,0,0,w/d in unit,carport
359883,753,apartment,450,0,1.0,1,1,1,0,0,0,w/d in unit,carport
359884,1025,apartment,876,2,2.0,1,1,1,0,0,0,w/d in unit,
359885,1010,apartment,855,2,1.0,0,0,1,0,0,0,,
359886,1079,apartment,850,2,0.0,1,1,1,0,0,0,,
359887,1205,apartment,970,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359888,925,apartment,650,1,1.0,0,0,1,0,0,0,,
359889,960,apartment,650,1,0.0,0,1,1,0,0,0,w/d in unit,carport
359890,679,apartment,240,0,1.0,0,0,1,0,0,0,,
359891,1137,apartment,925,2,1.0,0,0,1,0,0,0,,
359892,1101,apartment,800,1,1.0,0,0,1,0,0,0,,
359893,915,apartment,485,1,1.0,1,1,1,0,0,0,laundry on site,carport
359894,899,apartment,825,2,1.0,1,1,1,0,0,0,laundry on site,
359895,1535,apartment,1075,2,2.0,0,0,1,0,0,0,,
359896,1465,apartment,1053,2,2.0,1,1,1,1,0,0,w/d in unit,carport
359897,1010,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359898,979,apartment,650,2,1.0,1,1,1,0,0,0,laundry on site,carport
359899,845,apartment,545,1,1.0,1,1,1,0,0,0,laundry on site,
359900,1142,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,
359901,1000,apartment,864,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359902,655,apartment,461,0,1.0,1,1,1,0,0,0,laundry on site,carport
359903,1070,apartment,1006,2,2.0,1,1,1,1,0,0,laundry in bldg,carport
359905,825,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359906,0,apartment,1078,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359908,1030,apartment,776,2,2.0,1,1,0,1,0,1,w/d in unit,detached garage
359909,900,apartment,840,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359910,1801,apartment,1360,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage
359911,928,apartment,660,1,1.0,1,1,1,0,0,0,w/d in unit,
359912,1245,apartment,1040,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359913,1315,apartment,868,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359914,1185,apartment,811,2,1.0,0,0,1,0,0,0,,
359915,1018,apartment,727,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359916,1589,apartment,1239,3,2.0,0,0,1,0,0,0,,
359917,1180,apartment,689,1,1.0,0,0,1,0,0,0,,
359919,1589,apartment,1239,3,2.0,0,0,1,0,0,0,,
359920,825,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359921,1061,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359923,1019,apartment,681,1,1.0,0,0,1,0,0,0,,
359926,1075,apartment,700,1,1.0,0,0,1,0,0,0,,
359927,1005,apartment,785,1,1.0,1,1,1,0,0,0,w/d in unit,
359928,900,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359929,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359930,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359931,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359932,885,apartment,780,2,1.0,1,1,1,0,0,0,laundry on site,carport
359933,1160,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359934,1125,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359935,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359936,1385,apartment,827,1,1.0,1,1,0,1,0,0,w/d in unit,
359937,999,apartment,863,1,1.0,0,0,1,0,0,0,,
359938,1139,apartment,732,1,1.0,1,1,1,1,0,0,w/d in unit,detached garage
359939,1192,apartment,741,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
359941,905,apartment,672,1,1.0,1,1,1,0,0,0,laundry on site,carport
359942,1306,apartment,1040,2,2.0,0,0,1,0,0,0,,
359943,835,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359944,1510,apartment,876,1,1.0,1,1,1,0,0,0,w/d in unit,
359945,879,apartment,879,2,2.0,0,0,1,0,0,0,,
359946,550,apartment,1501,1,0.0,1,1,0,0,0,1,,
359947,1495,apartment,1146,3,2.0,1,1,1,0,0,0,,
359950,1520,apartment,1109,2,2.0,1,1,1,0,0,0,,
359954,1010,apartment,7290,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359956,1299,apartment,645,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359961,1320,apartment,865,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359966,1199,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359967,1271,apartment,938,2,2.0,1,1,1,1,0,0,w/d in unit,
359971,1106,apartment,732,1,1.0,0,0,1,0,0,0,,
359973,1605,apartment,1107,3,2.0,1,1,1,0,0,0,,
359975,1415,apartment,983,2,2.0,0,0,1,0,0,0,,
359979,1093,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359980,1244,apartment,838,2,1.0,0,0,1,0,0,0,,
359985,1175,apartment,1009,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359986,1245,apartment,702,0,1.0,1,1,1,0,0,0,w/d in unit,carport
359987,1131,apartment,800,1,1.0,0,0,1,0,0,0,,
359989,1250,apartment,950,2,2.0,0,0,1,0,0,0,,
359992,1216,apartment,777,1,1.0,0,0,1,0,0,0,,
359997,1287,apartment,765,1,1.0,0,0,1,0,0,0,,
360006,1105,apartment,874,2,2.0,1,1,0,0,0,0,w/d in unit,carport
360010,1520,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360011,1290,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,
360012,1599,apartment,978,2,2.0,0,0,1,0,0,0,,
360013,900,apartment,756,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360014,2800,apartment,1230,3,2.0,0,0,1,0,0,0,,
360015,1125,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360016,1323,apartment,918,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360017,965,apartment,617,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360018,1580,apartment,1253,3,2.0,0,0,1,0,0,0,,
