,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
359167,1059,apartment,660,1,1.0,1,1,1,0,0,0,,
359168,1305,apartment,948,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359169,1255,apartment,1200,3,2.0,1,1,0,0,0,0,w/d in unit,carport
359170,790,apartment,540,1,1.0,1,1,1,0,0,0,laundry on site,
359171,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
359172,825,apartment,767,2,1.0,1,1,1,0,0,0,laundry on site,carport
359173,1605,apartment,1107,3,2.0,1,1,1,0,0,0,,
359174,1139,apartment,570,1,1.0,0,0,1,0,0,0,w/d in unit,carport
359175,1380,apartment,1058,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359176,1075,apartment,965,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359178,940,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359179,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
359180,1227,apartment,882,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359181,1065,apartment,790,1,1.0,1,1,1,1,0,0,w/d in unit,carport
359182,1276,apartment,1003,2,2.0,1,1,0,0,0,0,,
359183,899,apartment,720,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359184,1353,apartment,997,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359185,1225,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359186,1155,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359187,825,apartment,767,2,1.0,1,1,1,0,0,0,laundry on site,carport
359188,1115,apartment,857,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359189,940,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359190,1089,apartment,660,1,1.0,1,1,1,0,0,0,,
359191,1387,apartment,961,2,2.0,1,1,1,0,0,0,,
359192,1699,apartment,1244,3,2.0,0,0,1,0,0,0,,
359193,850,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
359194,1035,apartment,683,1,1.0,0,0,1,0,0,0,,
359195,1150,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359196,1225,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359197,940,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359198,1226,apartment,996,2,2.0,1,1,0,1,0,0,w/d in unit,carport
359199,1441,apartment,960,2,0.0,1,1,1,0,0,0,,
359200,905,apartment,672,1,1.0,1,1,1,0,0,0,laundry on site,carport
359201,1065,apartment,1009,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359202,1225,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359203,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
359204,1599,apartment,978,2,2.0,0,0,1,0,0,0,,
359205,1049,apartment,600,1,1.0,0,0,1,0,0,0,,
359206,1175,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359207,1438,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359208,1275,apartment,772,1,1.0,1,1,1,1,0,0,w/d in unit,
359209,955,apartment,900,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking
359210,870,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,carport
359211,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359212,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,
359213,1535,apartment,1048,2,2.0,0,0,1,0,0,0,,
359214,1333,apartment,728,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359215,1270,apartment,880,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359216,0,apartment,778,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking
359217,1339,apartment,965,2,2.0,0,0,1,0,0,0,,
359218,2995,apartment,1196,3,2.0,1,1,1,1,1,0,w/d in unit,attached garage
359219,2320,apartment,1300,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage
359220,850,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
359221,1335,apartment,1077,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359223,1359,apartment,1067,2,2.0,0,0,1,0,0,0,,
359224,1340,apartment,983,2,2.0,0,0,1,0,0,0,,
359225,917,apartment,436,0,1.0,0,0,1,0,0,0,,
359226,933,apartment,550,1,1.0,1,1,1,0,0,0,,
359228,1384,apartment,1167,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359229,1605,apartment,1201,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359230,1308,apartment,958,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359231,1160,apartment,754,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359232,1043,apartment,732,1,1.0,0,0,1,0,0,0,,
359233,915,apartment,550,1,1.0,0,0,1,0,0,0,,
359234,1334,apartment,1062,2,2.0,0,0,1,0,0,0,w/d in unit,carport
359235,1176,apartment,746,1,1.0,0,0,1,0,0,0,,
359236,1230,apartment,1076,3,2.0,1,1,0,0,0,0,w/d in unit,carport
359237,1200,apartment,728,1,1.0,1,1,1,1,0,0,w/d in unit,carport
359238,1295,apartment,861,2,2.0,1,1,1,0,0,0,w/d in unit,
359239,1320,apartment,1000,2,2.0,0,0,1,0,0,0,,
359240,1347,apartment,686,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359241,790,apartment,672,1,1.0,1,1,1,0,0,0,laundry on site,carport
359242,1658,apartment,1205,2,2.0,1,1,1,0,0,0,w/d in unit,
359243,804,apartment,579,1,1.0,0,0,1,0,0,0,,
359244,1264,apartment,856,1,1.0,1,1,1,0,0,0,w/d in unit,
359245,1180,apartment,755,2,1.0,1,1,0,0,0,0,laundry on site,carport
359246,1605,apartment,1399,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359247,1598,apartment,1239,3,2.0,0,0,1,0,0,0,,
359248,1369,apartment,1078,2,2.0,0,0,1,0,0,0,,
359249,0,apartment,900,2,2.0,0,0,1,0,0,0,,
359250,1050,apartment,1014,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359251,1370,apartment,1037,2,2.0,1,1,0,0,0,0,,
359252,1374,apartment,1078,2,2.0,0,0,1,0,0,0,,
359253,1250,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,carport
359254,1359,apartment,1078,2,2.0,0,0,1,0,0,0,,
359255,1400,apartment,1180,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359256,990,apartment,640,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359257,1095,apartment,1385,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359258,1555,apartment,1110,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359259,975,apartment,926,2,2.0,0,0,1,0,0,0,,
359260,1025,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
359262,850,apartment,624,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359263,1107,apartment,852,1,1.0,0,0,1,0,0,0,,
359264,875,apartment,900,2,1.0,0,0,1,0,0,0,,
359265,1534,apartment,1248,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359266,2200,apartment,2065,3,2.0,0,0,1,0,0,0,,
359267,1329,apartment,911,2,2.0,1,1,1,0,0,0,w/d in unit,
359268,1309,apartment,727,2,1.0,1,1,1,0,0,0,laundry on site,
359269,1290,apartment,796,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359270,1098,apartment,870,2,2.0,0,0,1,0,0,0,,
359271,1065,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359272,1381,apartment,1183,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359273,268,apartment,300,0,1.0,1,1,0,1,0,1,laundry on site,off-street parking
359274,1233,apartment,999,2,2.0,0,0,1,0,0,0,,
359275,1130,apartment,1049,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359276,1111,apartment,560,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359277,1103,apartment,998,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359278,1196,apartment,715,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359279,775,apartment,550,1,1.0,1,1,1,1,0,0,laundry on site,carport
359280,1304,apartment,937,2,2.0,1,1,1,1,0,0,w/d in unit,
359281,1893,apartment,1322,3,2.0,1,1,1,0,0,0,w/d in unit,
359282,1390,apartment,1385,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359283,1004,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359284,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359285,1372,apartment,700,1,1.0,0,0,1,0,0,0,w/d in unit,carport
359286,1300,apartment,950,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359287,1533,apartment,1322,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359288,1290,apartment,1006,2,2.0,1,1,1,0,0,0,laundry on site,carport
359289,1315,apartment,704,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
359290,1994,apartment,1182,3,2.0,1,1,1,0,0,0,laundry on site,detached garage
359291,1381,apartment,900,2,2.0,0,0,1,0,0,0,w/d in unit,carport
359292,1358,apartment,1076,2,2.0,1,1,1,0,0,0,w/d in unit,
359293,920,apartment,853,2,1.0,1,1,1,0,0,0,,
359294,1102,apartment,783,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359295,795,apartment,491,1,1.0,1,1,1,0,0,0,,
359296,695,apartment,475,0,1.0,1,1,1,0,0,0,,
359297,1688,apartment,1026,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359298,1437,apartment,1077,2,2.0,1,1,1,1,0,0,w/d in unit,attached garage
359299,875,apartment,636,2,1.0,1,1,1,0,0,0,,
359300,1242,apartment,821,0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
359301,1130,apartment,795,1,1.0,1,1,1,1,0,0,w/d in unit,carport
359302,1308,apartment,980,2,2.0,0,0,1,0,0,0,,
359303,1345,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359305,1092,apartment,700,1,1.0,0,0,1,0,0,0,w/d in unit,carport
359306,915,apartment,630,1,1.0,1,1,1,0,0,0,laundry on site,carport
359307,1214,apartment,758,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
359308,2450,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359309,925,apartment,475,0,1.0,1,1,1,0,0,0,laundry on site,carport
359310,1304,apartment,937,2,2.0,1,1,1,1,0,0,w/d in unit,
359311,1139,apartment,570,1,1.0,0,0,1,0,0,0,w/d in unit,carport
359312,2195,apartment,1374,3,2.0,1,1,1,0,1,0,w/d in unit,detached garage
359313,647,apartment,1159,2,2.0,0,0,1,0,0,0,w/d in unit,carport
359314,1589,apartment,1293,3,2.0,0,0,1,0,0,0,,
359315,2222,apartment,1345,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
359316,802,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359317,1043,apartment,810,2,2.0,0,0,1,0,0,0,,
359318,1025,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
359320,1744,apartment,830,1,1.5,1,1,1,0,0,0,w/d in unit,detached garage
359321,830,apartment,336,0,1.0,0,0,1,0,0,0,,
359323,1225,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359324,1245,apartment,635,1,1.0,0,0,1,0,0,0,,
359325,1658,apartment,1205,2,2.0,1,1,1,0,0,0,w/d in unit,
359326,1205,apartment,925,2,1.0,0,0,1,0,0,0,,
359327,975,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359328,1815,apartment,1378,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359329,1490,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359330,1200,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359331,1131,apartment,810,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359332,1530,apartment,1107,3,2.0,1,1,1,0,0,0,,
359333,885,apartment,650,1,1.0,0,0,1,0,0,0,,
359334,1229,apartment,1137,2,2.0,0,0,1,0,0,0,,
359336,1209,apartment,900,2,2.0,0,0,1,0,0,0,,
359338,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359339,855,apartment,456,1,1.0,0,0,1,0,0,0,,
359341,905,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359342,1510,apartment,1213,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
359343,1357,apartment,1197,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359344,1625,apartment,1421,3,2.0,0,0,1,0,0,0,,
359345,1677,apartment,1069,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359346,1579,apartment,1087,2,2.0,1,0,1,0,0,0,w/d in unit,carport
359347,1215,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359348,1180,apartment,921,2,2.0,1,1,1,0,0,0,laundry on site,carport
359349,1065,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359350,1035,apartment,550,1,1.0,1,1,1,0,0,0,,
359351,1250,apartment,1123,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359352,1120,apartment,865,2,2.0,1,1,1,0,0,0,laundry on site,carport
359353,985,apartment,695,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359354,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,
359355,2110,apartment,1353,3,2.0,1,1,0,0,0,0,w/d in unit,carport
359356,1485,apartment,1263,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage
359357,1981,apartment,773,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359358,1054,apartment,800,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359359,1050,apartment,895,1,1.5,1,1,1,0,0,0,w/d in unit,
359360,1444,apartment,1040,2,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359361,1268,apartment,940,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359362,920,apartment,428,1,1.0,1,1,0,0,0,0,laundry on site,
359363,1500,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359364,1465,apartment,1314,2,2.5,1,1,1,0,0,0,w/d in unit,carport
359365,925,apartment,670,1,1.0,0,0,1,0,0,0,,
359366,905,apartment,660,1,1.0,0,0,1,0,0,0,,
359368,1285,apartment,858,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359369,1388,apartment,988,2,2.0,1,1,1,0,0,0,w/d in unit,
359370,1475,apartment,961,1,1.0,1,0,0,0,0,0,,carport
359371,2571,apartment,1230,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359372,1163,apartment,938,2,2.0,1,1,1,1,0,1,w/d in unit,
359373,1699,apartment,1481,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359374,1530,apartment,1352,3,2.0,1,1,1,0,0,0,w/d in unit,
359375,2345,apartment,1344,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
359376,1355,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359377,915,apartment,658,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359378,1085,apartment,1000,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359379,1810,apartment,1156,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359380,1655,apartment,855,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359381,2288,apartment,1345,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359382,1184,apartment,783,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359383,1050,apartment,1096,3,1.5,1,1,1,0,0,0,laundry on site,
359384,1405,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359386,1780,apartment,855,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359387,1330,apartment,818,2,2.0,1,1,0,0,0,0,laundry on site,carport
359388,1260,apartment,996,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359389,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359390,1599,apartment,1221,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
359391,905,apartment,660,1,1.0,1,1,1,0,0,0,laundry on site,carport
359392,1310,apartment,915,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
359393,1065,apartment,840,2,1.0,0,0,1,0,0,0,w/d in unit,
359394,269,apartment,395,1,1.0,1,1,1,0,0,1,laundry on site,off-street parking
359395,1792,apartment,1469,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359396,1240,apartment,930,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359397,980,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359398,1050,apartment,895,1,1.5,1,1,1,0,0,0,w/d in unit,
359399,1355,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359401,1000,apartment,864,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359402,1204,apartment,952,2,2.0,1,1,1,0,0,0,laundry on site,carport
359403,1169,apartment,381,0,1.0,0,0,0,0,0,0,,
359404,1630,apartment,1221,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
359405,1349,apartment,588,0,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359406,1178,apartment,676,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
359407,1237,apartment,975,2,2.0,0,0,1,0,0,0,,
359408,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359409,1250,apartment,1250,3,2.0,0,0,1,0,0,0,,
359411,935,apartment,720,1,1.0,0,0,1,0,0,0,w/d in unit,
359413,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359414,925,apartment,525,1,1.0,1,1,0,0,0,0,w/d in unit,carport
359415,1335,apartment,693,1,1.0,1,1,0,1,0,0,w/d in unit,
359416,904,apartment,600,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359417,1262,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359418,1089,apartment,920,2,2.0,0,0,1,0,0,0,,
359419,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359420,1065,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359421,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d hookups,carport
359422,1085,apartment,1365,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359423,679,apartment,240,0,1.0,0,0,1,0,0,0,,
359424,1120,apartment,950,2,2.0,0,0,1,0,0,0,laundry on site,
359425,1022,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359426,1451,apartment,978,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
359427,1195,apartment,840,2,1.0,0,0,1,0,0,0,,
359428,940,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359429,1345,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359430,1140,apartment,1107,2,2.0,0,0,1,0,0,0,,
359431,1105,apartment,605,1,1.0,1,1,0,0,0,0,w/d in unit,
359432,1377,apartment,1167,2,2.0,0,0,1,0,0,0,,
359433,1293,apartment,1060,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359434,1185,apartment,688,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359435,1488,apartment,1109,2,2.0,1,1,1,0,0,0,,
359436,1520,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359437,1588,apartment,1147,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359438,1205,apartment,840,2,1.0,1,1,1,0,0,0,laundry on site,carport
359439,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
359440,2657,apartment,1374,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359441,1391,apartment,882,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359442,1175,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,
359443,1200,apartment,803,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359444,1128,apartment,908,1,1.0,1,1,1,0,0,0,w/d in unit,
359445,1270,apartment,893,2,1.0,1,1,1,0,0,0,w/d in unit,detached garage
359446,1225,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359447,1160,apartment,850,2,1.5,0,0,1,0,0,0,,
359448,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
359449,1330,apartment,1147,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359450,899,apartment,825,2,1.0,1,1,1,0,0,0,laundry on site,
359451,875,apartment,580,0,1.0,1,1,1,0,0,0,laundry on site,carport
359452,1035,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
359453,1195,apartment,840,2,1.0,0,0,1,0,0,0,,
359454,975,apartment,780,1,1.0,1,1,1,0,0,0,laundry on site,carport
359455,278,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,
359456,1034,apartment,771,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking
359457,1385,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359458,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
359459,1599,apartment,978,2,2.0,0,0,1,0,0,0,,
359460,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
359462,269,apartment,395,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking
359463,795,apartment,491,0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
359465,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
359466,1067,apartment,660,1,1.0,1,1,1,0,0,0,,
359467,1181,apartment,746,1,1.0,0,0,1,0,0,0,,
359468,1200,apartment,735,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359469,945,apartment,702,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359470,1140,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359471,899,apartment,612,1,1.0,1,1,1,0,0,0,w/d in unit,
359472,1994,apartment,1182,3,2.0,1,1,1,0,0,0,laundry on site,detached garage
359473,1287,apartment,765,1,1.0,0,0,1,0,0,0,,
359474,1381,apartment,1183,3,2.0,0,0,1,0,0,0,,
359475,1195,apartment,940,1,1.0,0,0,1,0,0,0,,
359477,900,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359478,980,apartment,604,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359479,900,apartment,760,2,1.0,1,1,1,1,0,0,w/d in unit,
359480,1035,apartment,720,1,1.0,0,0,1,0,0,0,,
359481,792,apartment,418,0,1.0,0,0,1,0,0,0,,
359484,1205,apartment,970,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359485,950,apartment,819,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359486,1250,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359487,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359488,1127,apartment,850,1,1.5,1,1,1,0,0,0,w/d in unit,carport
359489,1150,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359490,725,apartment,800,1,0.0,0,0,1,0,0,0,,
359491,1390,apartment,1385,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359492,999,apartment,700,1,1.0,1,1,1,0,0,0,,carport
359493,1025,apartment,780,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359494,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359495,1495,apartment,1146,3,2.0,1,1,1,0,0,0,,
359496,1329,apartment,911,2,2.0,1,1,1,0,0,0,w/d in unit,
359497,840,apartment,525,1,1.0,1,1,1,0,0,0,laundry on site,carport
359498,1043,apartment,810,2,2.0,0,0,1,0,0,0,,
359499,1390,apartment,1385,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359500,1301,apartment,1003,2,2.0,1,1,0,0,0,0,,
359502,1115,apartment,1144,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359503,1094,apartment,605,1,1.0,1,1,1,0,0,0,laundry on site,carport
359504,1585,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359505,1411,apartment,1168,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359507,1355,apartment,1088,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359508,1545,apartment,1268,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359509,1327,apartment,1204,3,2.0,1,1,0,1,0,0,w/d in unit,carport
359511,268,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,
359512,846,apartment,408,0,1.0,1,1,1,0,0,0,w/d in unit,carport
359513,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359514,1344,apartment,943,2,1.5,1,1,1,0,0,0,w/d in unit,
359515,1035,apartment,600,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking
359516,1400,apartment,900,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking
359517,1,apartment,1252,2,1.5,1,1,1,0,0,0,w/d in unit,
359518,900,apartment,950,2,2.0,1,1,0,0,0,0,no laundry on site,
359519,1418,apartment,1194,3,2.0,1,1,1,0,0,0,w/d in unit,
359520,1249,apartment,802,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage
359521,1155,apartment,909,2,2.0,1,1,0,0,0,0,w/d in unit,carport
359523,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,
359524,1115,apartment,857,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359526,1015,apartment,650,2,2.0,1,1,1,1,0,0,w/d in unit,carport
359527,845,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359528,1785,apartment,1241,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
359529,849,apartment,615,1,1.0,1,1,1,0,0,0,w/d hookups,carport
359530,1254,apartment,1152,3,2.0,1,1,1,0,0,0,w/d hookups,
359531,1122,apartment,838,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359532,1120,apartment,769,1,1.0,1,1,1,0,0,0,w/d in unit,
359534,1372,apartment,1205,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359535,1050,apartment,838,2,1.0,1,1,1,0,0,0,w/d in unit,carport
359536,1183,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport
359537,870,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,carport
359538,1230,apartment,1025,2,2.0,0,0,1,0,0,0,,
359540,915,apartment,782,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359542,1000,apartment,738,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359543,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
359544,955,apartment,608,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359545,1305,apartment,1025,1,1.5,0,0,1,0,0,0,,
359547,1375,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359548,0,apartment,500,1,1.0,0,0,1,0,0,0,laundry on site,
359549,1062,apartment,600,1,1.0,0,0,1,0,0,0,,
359550,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359551,740,apartment,459,1,1.0,1,1,1,0,0,0,laundry in bldg,carport
359552,1090,apartment,756,2,1.0,0,0,1,0,0,0,w/d in unit,carport
359553,1500,apartment,984,2,2.0,1,1,1,1,0,0,w/d in unit,attached garage
359554,890,apartment,782,1,1.0,1,1,1,0,0,0,w/d in unit,carport
359555,1503,apartment,1450,3,2.0,1,1,1,0,0,0,w/d in unit,carport
359556,1282,apartment,988,2,2.0,1,1,1,0,0,0,,
359557,850,apartment,624,1,1.0,1,1,1,0,0,0,laundry on site,carport
359558,773,apartment,676,1,1.0,0,0,1,0,0,0,,
