,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
351,1475,apartment,1218,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage
352,960,apartment,703,2,1.0,1,1,0,1,0,1,w/d in unit,detached garage
353,1085,apartment,1325,2,2.0,1,1,1,0,0,0,w/d in unit,carport
354,1000,apartment,812,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
355,1085,apartment,731,1,1.0,1,1,1,0,0,0,w/d in unit,None
356,1325,apartment,828,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
357,1438,apartment,1006,2,2.0,0,0,1,0,0,0,no laundry on site,None
358,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
359,1010,apartment,684,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360,955,apartment,900,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking
361,1370,apartment,778,2,1.0,1,1,1,0,0,0,w/d in unit,carport
362,979,apartment,864,2,2.0,1,1,1,0,0,0,laundry on site,carport
363,795,apartment,491,0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
364,1055,apartment,602,1,1.0,0,0,1,0,0,0,w/d in unit,carport
365,2750,apartment,650,1,1.0,1,1,0,0,0,1,no laundry on site,None
366,1282,apartment,988,2,2.0,1,1,1,0,0,0,no laundry on site,None
367,870,apartment,570,1,1.0,0,0,1,0,0,0,no laundry on site,None
368,1059,apartment,660,1,1.0,1,1,1,0,0,0,no laundry on site,None
369,1305,apartment,948,2,2.0,1,1,1,0,0,0,w/d in unit,carport
370,1255,apartment,1200,3,2.0,1,1,0,0,0,0,w/d in unit,carport
371,790,apartment,540,1,1.0,1,1,1,0,0,0,laundry on site,None
372,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
373,825,apartment,767,2,1.0,1,1,1,0,0,0,laundry on site,carport
374,1605,apartment,1107,3,2.0,1,1,1,0,0,0,no laundry on site,None
375,1139,apartment,570,1,1.0,0,0,1,0,0,0,w/d in unit,carport
376,1380,apartment,1058,2,2.0,1,1,0,0,0,0,w/d in unit,carport
377,1075,apartment,965,2,2.0,1,1,1,0,0,0,w/d in unit,carport
378,940,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,carport
379,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
380,1227,apartment,882,1,1.0,1,1,1,0,0,0,w/d in unit,carport
381,1065,apartment,790,1,1.0,1,1,1,1,0,0,w/d in unit,carport
382,1276,apartment,1003,2,2.0,1,1,0,0,0,0,no laundry on site,None
383,899,apartment,720,2,1.0,1,1,1,0,0,0,w/d in unit,carport
384,1353,apartment,997,2,2.0,1,1,1,0,0,0,w/d in unit,carport
385,1225,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,carport
386,1155,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
387,825,apartment,767,2,1.0,1,1,1,0,0,0,laundry on site,carport
388,1115,apartment,857,2,2.0,1,1,1,0,0,0,w/d in unit,carport
389,940,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,carport
390,1089,apartment,660,1,1.0,1,1,1,0,0,0,no laundry on site,None
391,1387,apartment,961,2,2.0,1,1,1,0,0,0,no laundry on site,None
392,1699,apartment,1244,3,2.0,0,0,1,0,0,0,no laundry on site,None
393,850,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
394,1035,apartment,683,1,1.0,0,0,1,0,0,0,no laundry on site,None
395,1150,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,carport
396,1225,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,carport
397,940,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,carport
398,1226,apartment,996,2,2.0,1,1,0,1,0,0,w/d in unit,carport
399,1441,apartment,960,2,0.0,1,1,1,0,0,0,no laundry on site,None
400,905,apartment,672,1,1.0,1,1,1,0,0,0,laundry on site,carport
401,1065,apartment,1009,2,2.0,1,1,1,0,0,0,w/d in unit,carport
402,1225,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,carport
403,1000,apartment,876,3,1.0,1,1,1,0,0,0,laundry on site,carport
404,1599,apartment,978,2,2.0,0,0,1,0,0,0,no laundry on site,None
405,1049,apartment,600,1,1.0,0,0,1,0,0,0,no laundry on site,None
406,1175,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
407,1438,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,carport
408,1275,apartment,772,1,1.0,1,1,1,1,0,0,w/d in unit,None
409,955,apartment,900,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking
410,870,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,carport
411,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
412,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,None
413,1535,apartment,1048,2,2.0,0,0,1,0,0,0,no laundry on site,None
414,1333,apartment,728,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
415,1270,apartment,880,2,2.0,1,1,1,0,0,0,w/d in unit,carport
416,0,apartment,778,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking
417,1339,apartment,965,2,2.0,0,0,1,0,0,0,no laundry on site,None
418,2995,apartment,1196,3,2.0,1,1,1,1,1,0,w/d in unit,attached garage
419,2320,apartment,1300,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage
420,850,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
421,1335,apartment,1077,2,2.0,1,1,1,0,0,0,w/d in unit,carport
422,1359,apartment,1067,2,2.0,0,0,1,0,0,0,no laundry on site,None
423,1340,apartment,983,2,2.0,0,0,1,0,0,0,no laundry on site,None
424,917,apartment,436,0,1.0,0,0,1,0,0,0,no laundry on site,None
425,933,apartment,550,1,1.0,1,1,1,0,0,0,no laundry on site,None
426,1384,apartment,1167,2,2.0,1,1,0,0,0,0,w/d in unit,carport
427,1605,apartment,1201,3,2.0,1,1,1,0,0,0,w/d in unit,carport
428,1308,apartment,958,2,2.0,1,1,1,0,0,0,w/d in unit,carport
429,1160,apartment,754,1,1.0,1,1,1,0,0,0,w/d in unit,carport
430,1043,apartment,732,1,1.0,0,0,1,0,0,0,no laundry on site,None
431,915,apartment,550,1,1.0,0,0,1,0,0,0,no laundry on site,None
432,1334,apartment,1062,2,2.0,0,0,1,0,0,0,w/d in unit,carport
433,1176,apartment,746,1,1.0,0,0,1,0,0,0,no laundry on site,None
434,1230,apartment,1076,3,2.0,1,1,0,0,0,0,w/d in unit,carport
435,1200,apartment,728,1,1.0,1,1,1,1,0,0,w/d in unit,carport
436,1295,apartment,861,2,2.0,1,1,1,0,0,0,w/d in unit,None
437,1320,apartment,1000,2,2.0,0,0,1,0,0,0,no laundry on site,None
438,1347,apartment,686,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
439,790,apartment,672,1,1.0,1,1,1,0,0,0,laundry on site,carport
440,1658,apartment,1205,2,2.0,1,1,1,0,0,0,w/d in unit,None
441,804,apartment,579,1,1.0,0,0,1,0,0,0,no laundry on site,None
442,1264,apartment,856,1,1.0,1,1,1,0,0,0,w/d in unit,None
443,1180,apartment,755,2,1.0,1,1,0,0,0,0,laundry on site,carport
444,1605,apartment,1399,3,2.0,1,1,1,0,0,0,w/d in unit,carport
445,1598,apartment,1239,3,2.0,0,0,1,0,0,0,no laundry on site,None
446,1369,apartment,1078,2,2.0,0,0,1,0,0,0,no laundry on site,None
447,0,apartment,900,2,2.0,0,0,1,0,0,0,no laundry on site,None
448,1050,apartment,1014,2,2.0,1,1,1,0,0,0,w/d in unit,carport
449,1370,apartment,1037,2,2.0,1,1,0,0,0,0,no laundry on site,None
450,1374,apartment,1078,2,2.0,0,0,1,0,0,0,no laundry on site,None
451,1250,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,carport
452,1359,apartment,1078,2,2.0,0,0,1,0,0,0,no laundry on site,None
453,1400,apartment,1180,2,2.0,1,1,1,0,0,0,w/d in unit,carport
454,990,apartment,640,1,1.0,1,1,1,0,0,0,w/d in unit,carport
455,1095,apartment,1385,2,2.0,1,1,1,0,0,0,w/d in unit,carport
456,1555,apartment,1110,3,2.0,1,1,1,0,0,0,w/d in unit,carport
457,975,apartment,926,2,2.0,0,0,1,0,0,0,no laundry on site,None
458,1025,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
459,850,apartment,624,1,1.0,1,1,1,0,0,0,w/d in unit,carport
460,1107,apartment,852,1,1.0,0,0,1,0,0,0,no laundry on site,None
461,875,apartment,900,2,1.0,0,0,1,0,0,0,no laundry on site,None
462,1534,apartment,1248,3,2.0,1,1,1,0,0,0,w/d in unit,carport
463,2200,apartment,2065,3,2.0,0,0,1,0,0,0,no laundry on site,None
464,1329,apartment,911,2,2.0,1,1,1,0,0,0,w/d in unit,None
465,1309,apartment,727,2,1.0,1,1,1,0,0,0,laundry on site,None
466,1290,apartment,796,1,1.0,1,1,1,0,0,0,w/d in unit,carport
467,1098,apartment,870,2,2.0,0,0,1,0,0,0,no laundry on site,None
468,1065,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
469,1381,apartment,1183,3,2.0,1,1,1,0,0,0,w/d in unit,carport
470,268,apartment,300,0,1.0,1,1,0,1,0,1,laundry on site,off-street parking
471,1233,apartment,999,2,2.0,0,0,1,0,0,0,no laundry on site,None
472,1130,apartment,1049,2,2.0,1,1,1,0,0,0,w/d in unit,carport
473,1111,apartment,560,1,1.0,1,1,1,0,0,0,w/d in unit,carport
474,1103,apartment,998,2,2.0,1,1,1,0,0,0,w/d in unit,carport
475,1196,apartment,715,1,1.0,1,1,1,0,0,0,w/d in unit,carport
476,775,apartment,550,1,1.0,1,1,1,1,0,0,laundry on site,carport
477,1304,apartment,937,2,2.0,1,1,1,1,0,0,w/d in unit,None
478,1893,apartment,1322,3,2.0,1,1,1,0,0,0,w/d in unit,None
479,1390,apartment,1385,3,2.0,1,1,1,0,0,0,w/d in unit,carport
480,1004,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
481,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
482,1372,apartment,700,1,1.0,0,0,1,0,0,0,w/d in unit,carport
483,1300,apartment,950,1,1.0,1,1,1,0,0,0,w/d in unit,carport
484,1533,apartment,1322,2,2.0,1,1,1,0,0,0,w/d in unit,carport
485,1290,apartment,1006,2,2.0,1,1,1,0,0,0,laundry on site,carport
486,1315,apartment,704,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
487,1994,apartment,1182,3,2.0,1,1,1,0,0,0,laundry on site,detached garage
488,1381,apartment,900,2,2.0,0,0,1,0,0,0,w/d in unit,carport
489,1358,apartment,1076,2,2.0,1,1,1,0,0,0,w/d in unit,None
490,920,apartment,853,2,1.0,1,1,1,0,0,0,no laundry on site,None
491,1102,apartment,783,1,1.0,1,1,1,0,0,0,w/d in unit,carport
492,795,apartment,491,1,1.0,1,1,1,0,0,0,no laundry on site,None
493,695,apartment,475,0,1.0,1,1,1,0,0,0,no laundry on site,None
494,1688,apartment,1026,2,2.0,1,1,1,0,0,0,w/d in unit,carport
495,1437,apartment,1077,2,2.0,1,1,1,1,0,0,w/d in unit,attached garage
496,875,apartment,636,2,1.0,1,1,1,0,0,0,no laundry on site,None
497,1242,apartment,821,0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
498,1130,apartment,795,1,1.0,1,1,1,1,0,0,w/d in unit,carport
499,1308,apartment,980,2,2.0,0,0,1,0,0,0,no laundry on site,None
500,1345,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
501,1092,apartment,700,1,1.0,0,0,1,0,0,0,w/d in unit,carport
502,915,apartment,630,1,1.0,1,1,1,0,0,0,laundry on site,carport
503,1214,apartment,758,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
504,2450,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
505,925,apartment,475,0,1.0,1,1,1,0,0,0,laundry on site,carport
506,1304,apartment,937,2,2.0,1,1,1,1,0,0,w/d in unit,None
507,1139,apartment,570,1,1.0,0,0,1,0,0,0,w/d in unit,carport
508,2195,apartment,1374,3,2.0,1,1,1,0,1,0,w/d in unit,detached garage
509,647,apartment,1159,2,2.0,0,0,1,0,0,0,w/d in unit,carport
510,1589,apartment,1293,3,2.0,0,0,1,0,0,0,no laundry on site,None
511,2222,apartment,1345,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
512,802,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
513,1043,apartment,810,2,2.0,0,0,1,0,0,0,no laundry on site,None
514,1025,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
515,1744,apartment,830,1,1.5,1,1,1,0,0,0,w/d in unit,detached garage
516,830,apartment,336,0,1.0,0,0,1,0,0,0,no laundry on site,None
517,1225,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
518,1245,apartment,635,1,1.0,0,0,1,0,0,0,no laundry on site,None
519,1658,apartment,1205,2,2.0,1,1,1,0,0,0,w/d in unit,None
520,1205,apartment,925,2,1.0,0,0,1,0,0,0,no laundry on site,None
521,975,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
522,1815,apartment,1378,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
523,1490,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
524,1200,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport
525,1131,apartment,810,1,1.0,1,1,1,0,0,0,w/d in unit,carport
526,1530,apartment,1107,3,2.0,1,1,1,0,0,0,no laundry on site,None
527,885,apartment,650,1,1.0,0,0,1,0,0,0,no laundry on site,None
528,1229,apartment,1137,2,2.0,0,0,1,0,0,0,no laundry on site,None
529,1209,apartment,900,2,2.0,0,0,1,0,0,0,no laundry on site,None
530,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
531,855,apartment,456,1,1.0,0,0,1,0,0,0,no laundry on site,None
532,905,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport
533,1510,apartment,1213,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
534,1357,apartment,1197,2,2.0,1,1,1,0,0,0,w/d in unit,carport
535,1625,apartment,1421,3,2.0,0,0,1,0,0,0,no laundry on site,None
536,1677,apartment,1069,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
537,1579,apartment,1087,2,2.0,1,0,1,0,0,0,w/d in unit,carport
538,1215,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport
539,1180,apartment,921,2,2.0,1,1,1,0,0,0,laundry on site,carport
540,1065,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
541,1035,apartment,550,1,1.0,1,1,1,0,0,0,no laundry on site,None
542,1250,apartment,1123,2,2.0,1,1,0,0,0,0,w/d in unit,carport
543,1120,apartment,865,2,2.0,1,1,1,0,0,0,laundry on site,carport
544,985,apartment,695,1,1.0,1,1,1,0,0,0,w/d in unit,carport
545,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,None
546,2110,apartment,1353,3,2.0,1,1,0,0,0,0,w/d in unit,carport
547,1485,apartment,1263,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage
548,1981,apartment,773,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
549,1054,apartment,800,2,2.0,1,1,1,0,0,0,w/d in unit,carport
550,1050,apartment,895,1,1.5,1,1,1,0,0,0,w/d in unit,None
551,1444,apartment,1040,2,1.0,1,1,1,0,0,0,w/d in unit,attached garage
552,1268,apartment,940,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
553,920,apartment,428,1,1.0,1,1,0,0,0,0,laundry on site,None
554,1500,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
555,1465,apartment,1314,2,2.5,1,1,1,0,0,0,w/d in unit,carport
556,925,apartment,670,1,1.0,0,0,1,0,0,0,no laundry on site,None
557,905,apartment,660,1,1.0,0,0,1,0,0,0,no laundry on site,None
558,1285,apartment,858,1,1.0,1,1,1,0,0,0,w/d in unit,carport
559,1388,apartment,988,2,2.0,1,1,1,0,0,0,w/d in unit,None
560,1475,apartment,961,1,1.0,1,0,0,0,0,0,no laundry on site,carport
561,2571,apartment,1230,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
562,1163,apartment,938,2,2.0,1,1,1,1,0,1,w/d in unit,None
563,1699,apartment,1481,3,2.0,1,1,1,0,0,0,w/d in unit,carport
564,1530,apartment,1352,3,2.0,1,1,1,0,0,0,w/d in unit,None
565,2345,apartment,1344,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
566,1355,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
567,915,apartment,658,1,1.0,1,1,1,0,0,0,w/d in unit,carport
568,1085,apartment,1000,2,1.0,1,1,1,0,0,0,w/d in unit,carport
569,1810,apartment,1156,2,2.0,1,1,1,0,0,0,w/d in unit,carport
570,1655,apartment,855,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
571,2288,apartment,1345,3,2.0,1,1,1,0,0,0,w/d in unit,carport
572,1184,apartment,783,1,1.0,1,1,1,0,0,0,w/d in unit,carport
573,1050,apartment,1096,3,1.5,1,1,1,0,0,0,laundry on site,None
574,1405,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
575,1780,apartment,855,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
576,1330,apartment,818,2,2.0,1,1,0,0,0,0,laundry on site,carport
577,1260,apartment,996,2,2.0,1,1,0,0,0,0,w/d in unit,carport
578,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,carport
579,1599,apartment,1221,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
580,905,apartment,660,1,1.0,1,1,1,0,0,0,laundry on site,carport
581,1310,apartment,915,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
582,1065,apartment,840,2,1.0,0,0,1,0,0,0,w/d in unit,None
583,269,apartment,395,1,1.0,1,1,1,0,0,1,laundry on site,off-street parking
584,1792,apartment,1469,3,2.0,1,1,1,0,0,0,w/d in unit,carport
585,1240,apartment,930,2,1.0,1,1,1,0,0,0,w/d in unit,carport
586,980,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
587,1050,apartment,895,1,1.5,1,1,1,0,0,0,w/d in unit,None
588,1355,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,carport
589,1000,apartment,864,2,1.0,1,1,1,0,0,0,w/d in unit,carport
590,1204,apartment,952,2,2.0,1,1,1,0,0,0,laundry on site,carport
591,1169,apartment,381,0,1.0,0,0,0,0,0,0,no laundry on site,None
592,1630,apartment,1221,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
593,1349,apartment,588,0,1.0,1,1,1,0,0,0,w/d in unit,detached garage
594,1178,apartment,676,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
595,1237,apartment,975,2,2.0,0,0,1,0,0,0,no laundry on site,None
596,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
597,1250,apartment,1250,3,2.0,0,0,1,0,0,0,no laundry on site,None
598,935,apartment,720,1,1.0,0,0,1,0,0,0,w/d in unit,None
599,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
600,925,apartment,525,1,1.0,1,1,0,0,0,0,w/d in unit,carport
601,1335,apartment,693,1,1.0,1,1,0,1,0,0,w/d in unit,None
602,904,apartment,600,1,1.0,1,1,1,0,0,0,w/d in unit,carport
603,1262,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
604,1089,apartment,920,2,2.0,0,0,1,0,0,0,no laundry on site,None
605,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
606,1065,apartment,893,2,2.0,1,1,1,0,0,0,w/d in unit,carport
607,1050,apartment,800,1,1.0,1,1,1,0,0,0,w/d hookups,carport
608,1085,apartment,1365,2,2.0,1,1,1,0,0,0,w/d in unit,carport
609,679,apartment,240,0,1.0,0,0,1,0,0,0,no laundry on site,None
610,1120,apartment,950,2,2.0,0,0,1,0,0,0,laundry on site,None
611,1022,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport
612,1451,apartment,978,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
613,1195,apartment,840,2,1.0,0,0,1,0,0,0,no laundry on site,None
614,940,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
615,1345,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
616,1140,apartment,1107,2,2.0,0,0,1,0,0,0,no laundry on site,None
617,1105,apartment,605,1,1.0,1,1,0,0,0,0,w/d in unit,None
618,1377,apartment,1167,2,2.0,0,0,1,0,0,0,no laundry on site,None
619,1293,apartment,1060,2,2.0,1,1,0,0,0,0,w/d in unit,carport
620,1185,apartment,688,1,1.0,1,1,1,0,0,0,w/d in unit,carport
621,1488,apartment,1109,2,2.0,1,1,1,0,0,0,no laundry on site,None
622,1520,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
623,1588,apartment,1147,3,2.0,1,1,1,0,0,0,w/d in unit,carport
624,1205,apartment,840,2,1.0,1,1,1,0,0,0,laundry on site,carport
625,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
626,2657,apartment,1374,3,2.0,1,1,1,0,0,0,w/d in unit,carport
627,1391,apartment,882,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
628,1175,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,None
629,1200,apartment,803,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
630,1128,apartment,908,1,1.0,1,1,1,0,0,0,w/d in unit,None
631,1270,apartment,893,2,1.0,1,1,1,0,0,0,w/d in unit,detached garage
632,1225,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
633,1160,apartment,850,2,1.5,0,0,1,0,0,0,no laundry on site,None
634,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
635,1330,apartment,1147,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
636,899,apartment,825,2,1.0,1,1,1,0,0,0,laundry on site,None
637,875,apartment,580,0,1.0,1,1,1,0,0,0,laundry on site,carport
638,1035,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
639,1195,apartment,840,2,1.0,0,0,1,0,0,0,no laundry on site,None
640,975,apartment,780,1,1.0,1,1,1,0,0,0,laundry on site,carport
641,278,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,None
642,1034,apartment,771,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking
643,1385,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport
644,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
645,1599,apartment,978,2,2.0,0,0,1,0,0,0,no laundry on site,None
646,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
647,269,apartment,395,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking
648,795,apartment,491,0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
649,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
650,1067,apartment,660,1,1.0,1,1,1,0,0,0,no laundry on site,None
651,1181,apartment,746,1,1.0,0,0,1,0,0,0,no laundry on site,None
652,1200,apartment,735,1,1.0,1,1,1,0,0,0,w/d in unit,carport
653,945,apartment,702,1,1.0,1,1,1,0,0,0,w/d in unit,carport
654,1140,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
655,899,apartment,612,1,1.0,1,1,1,0,0,0,w/d in unit,None
656,1994,apartment,1182,3,2.0,1,1,1,0,0,0,laundry on site,detached garage
657,1287,apartment,765,1,1.0,0,0,1,0,0,0,no laundry on site,None
658,1381,apartment,1183,3,2.0,0,0,1,0,0,0,no laundry on site,None
659,1195,apartment,940,1,1.0,0,0,1,0,0,0,no laundry on site,None
660,900,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport
661,980,apartment,604,1,1.0,1,1,1,0,0,0,w/d in unit,carport
662,900,apartment,760,2,1.0,1,1,1,1,0,0,w/d in unit,None
663,1035,apartment,720,1,1.0,0,0,1,0,0,0,no laundry on site,None
664,792,apartment,418,0,1.0,0,0,1,0,0,0,no laundry on site,None
665,1205,apartment,970,2,2.0,1,1,1,0,0,0,w/d in unit,carport
666,950,apartment,819,2,1.0,1,1,1,0,0,0,w/d in unit,carport
667,1250,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,carport
668,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
669,1127,apartment,850,1,1.5,1,1,1,0,0,0,w/d in unit,carport
670,1150,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,carport
671,725,apartment,800,1,0.0,0,0,1,0,0,0,no laundry on site,None
672,1390,apartment,1385,3,2.0,1,1,1,0,0,0,w/d in unit,carport
673,999,apartment,700,1,1.0,1,1,1,0,0,0,no laundry on site,carport
674,1025,apartment,780,2,1.0,1,1,1,0,0,0,w/d in unit,carport
675,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
676,1495,apartment,1146,3,2.0,1,1,1,0,0,0,no laundry on site,None
677,1329,apartment,911,2,2.0,1,1,1,0,0,0,w/d in unit,None
678,840,apartment,525,1,1.0,1,1,1,0,0,0,laundry on site,carport
679,1043,apartment,810,2,2.0,0,0,1,0,0,0,no laundry on site,None
680,1390,apartment,1385,3,2.0,1,1,1,0,0,0,w/d in unit,carport
681,1301,apartment,1003,2,2.0,1,1,0,0,0,0,no laundry on site,None
682,1115,apartment,1144,2,2.0,1,1,1,0,0,0,w/d in unit,carport
683,1094,apartment,605,1,1.0,1,1,1,0,0,0,laundry on site,carport
684,1585,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
685,1411,apartment,1168,2,2.0,1,1,0,0,0,0,w/d in unit,carport
686,1355,apartment,1088,2,1.0,1,1,1,0,0,0,w/d in unit,carport
687,1545,apartment,1268,3,2.0,1,1,1,0,0,0,w/d in unit,carport
688,1327,apartment,1204,3,2.0,1,1,0,1,0,0,w/d in unit,carport
689,268,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,None
690,846,apartment,408,0,1.0,1,1,1,0,0,0,w/d in unit,carport
691,1190,apartment,1198,2,2.0,1,1,1,0,0,0,w/d in unit,carport
692,1344,apartment,943,2,1.5,1,1,1,0,0,0,w/d in unit,None
693,1035,apartment,600,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking
694,1400,apartment,900,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking
695,1,apartment,1252,2,1.5,1,1,1,0,0,0,w/d in unit,None
696,900,apartment,950,2,2.0,1,1,0,0,0,0,no laundry on site,None
697,1418,apartment,1194,3,2.0,1,1,1,0,0,0,w/d in unit,None
698,1249,apartment,802,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage
699,1155,apartment,909,2,2.0,1,1,0,0,0,0,w/d in unit,carport
700,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,None
701,1115,apartment,857,2,2.0,1,1,1,0,0,0,w/d in unit,carport
702,1015,apartment,650,2,2.0,1,1,1,1,0,0,w/d in unit,carport
703,845,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport
704,1785,apartment,1241,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
705,849,apartment,615,1,1.0,1,1,1,0,0,0,w/d hookups,carport
706,1254,apartment,1152,3,2.0,1,1,1,0,0,0,w/d hookups,None
707,1122,apartment,838,2,1.0,1,1,1,0,0,0,w/d in unit,carport
